listing_url;price;latitude;longitude
https://www.airbnb.com/rooms/22575481;$106.00;45.43265;12.35518
https://www.airbnb.com/rooms/35187244;$200.00;45.406929999999996;12.36353
https://www.airbnb.com/rooms/1555332;$110.00;45.43117;12.35623
https://www.airbnb.com/rooms/33042027;$200.00;45.43714;12.327689999999999
https://www.airbnb.com/rooms/16225413;$48.00;45.44099;12.33651
https://www.airbnb.com/rooms/40207987;$160.00;45.43422;12.33484
https://www.airbnb.com/rooms/36219112;$70.00;45.43778;12.333960000000001
https://www.airbnb.com/rooms/22632762;$60.00;45.49087;12.23132
https://www.airbnb.com/rooms/29093366;$84.00;45.4396;12.3327
https://www.airbnb.com/rooms/33698210;$47.00;45.46886;12.22615
https://www.airbnb.com/rooms/27159293;$300.00;45.43235;12.35233
https://www.airbnb.com/rooms/41551839;$1,000.00;45.48532;12.23577
https://www.airbnb.com/rooms/37932488;$388.00;45.43802;12.33469
https://www.airbnb.com/rooms/26002249;$50.00;45.48417;12.24357
https://www.airbnb.com/rooms/23430998;$50.00;45.476490000000005;12.20835
https://www.airbnb.com/rooms/21255923;$36.00;45.41133;12.37063
https://www.airbnb.com/rooms/35904050;$70.00;45.48298;12.25409
https://www.airbnb.com/rooms/37966528;$75.00;45.495020000000004;12.24832
https://www.airbnb.com/rooms/33152357;$60.00;45.48786;12.24375
https://www.airbnb.com/rooms/25392590;$100.00;45.43565;12.349269999999999
https://www.airbnb.com/rooms/2458454;$115.00;45.43636;12.32426
https://www.airbnb.com/rooms/10147422;$35.00;45.4845;12.23442
https://www.airbnb.com/rooms/39861404;$189.00;45.4393;12.336839999999999
https://www.airbnb.com/rooms/13817837;$150.00;45.43401;12.351339999999999
https://www.airbnb.com/rooms/30334729;$90.00;45.39062;12.35073
https://www.airbnb.com/rooms/18781224;$47.00;45.48814;12.2366
https://www.airbnb.com/rooms/17244850;$999.00;45.43416;12.32685
https://www.airbnb.com/rooms/24493720;$39.00;45.49525;12.252939999999999
https://www.airbnb.com/rooms/13162260;$75.00;45.43305;12.35785
https://www.airbnb.com/rooms/13041076;$68.00;45.44466;12.32739
https://www.airbnb.com/rooms/23160990;$190.00;45.43359;12.33583
https://www.airbnb.com/rooms/14756842;$120.00;45.44417;12.32955
https://www.airbnb.com/rooms/23784509;$220.00;45.435140000000004;12.32676
https://www.airbnb.com/rooms/4871612;$70.00;45.43507;12.349039999999999
https://www.airbnb.com/rooms/11837021;$150.00;45.4453;12.32958
https://www.airbnb.com/rooms/7377975;$175.00;45.44154;12.32488
https://www.airbnb.com/rooms/8693866;$120.00;45.4334;12.353019999999999
https://www.airbnb.com/rooms/6871770;$145.00;45.42699;12.323189999999999
https://www.airbnb.com/rooms/10261493;$220.00;45.43228;12.3512
https://www.airbnb.com/rooms/9106293;$70.00;45.43874;12.34575
https://www.airbnb.com/rooms/19669173;$99.00;45.42935;12.36091
https://www.airbnb.com/rooms/22695387;$59.00;45.50718;12.26243
https://www.airbnb.com/rooms/13392804;$79.00;45.438590000000005;12.34915
https://www.airbnb.com/rooms/32488130;$200.00;45.43969;12.333
https://www.airbnb.com/rooms/12718530;$150.00;45.435959999999994;12.3257
https://www.airbnb.com/rooms/29917791;$30.00;45.484159999999996;12.23162
https://www.airbnb.com/rooms/19443001;$80.00;45.47574;12.20006
https://www.airbnb.com/rooms/33467054;$190.00;45.43887;12.33262
https://www.airbnb.com/rooms/15377102;$100.00;45.43172;12.35565
https://www.airbnb.com/rooms/22896240;$116.00;45.436370000000004;12.34717
https://www.airbnb.com/rooms/25536105;$110.00;45.430890000000005;12.355410000000001
https://www.airbnb.com/rooms/18252889;$90.00;45.44276;12.34047
https://www.airbnb.com/rooms/16153747;$100.00;45.44005;12.336219999999999
https://www.airbnb.com/rooms/27389018;$445.00;45.42893;12.330960000000001
https://www.airbnb.com/rooms/16184745;$46.00;45.44105;12.33655
https://www.airbnb.com/rooms/22665602;$240.00;45.43858;12.32816
https://www.airbnb.com/rooms/22760897;$260.00;45.43711;12.34896
