listing_url;price;latitude;longitude
https://www.airbnb.com/rooms/26620094;$73.00;45.49566;12.249410000000001
https://www.airbnb.com/rooms/6917108;$240.00;45.437540000000006;12.3286
https://www.airbnb.com/rooms/31884427;$340.00;45.442370000000004;12.33495
https://www.airbnb.com/rooms/644245;$190.00;45.4403;12.32324
https://www.airbnb.com/rooms/34958400;$44.00;45.49838;12.21853
https://www.airbnb.com/rooms/2834691;$85.00;45.44154;12.3371
https://www.airbnb.com/rooms/35932352;$106.00;45.44202;12.33177
https://www.airbnb.com/rooms/28256258;$87.00;45.441559999999996;12.33801
https://www.airbnb.com/rooms/37487731;$50.00;45.48813;12.19427
https://www.airbnb.com/rooms/22598809;$110.00;45.436679999999996;12.32892
https://www.airbnb.com/rooms/24419457;$200.00;45.44099;12.33482
https://www.airbnb.com/rooms/24624552;$120.00;45.43314;12.32293
https://www.airbnb.com/rooms/35828091;$1,500.00;45.4378;12.34143
https://www.airbnb.com/rooms/24747383;$75.00;45.48614;12.24404
https://www.airbnb.com/rooms/13811283;$110.00;45.44299;12.32018
https://www.airbnb.com/rooms/36586954;$1,501.00;45.43418;12.339839999999999
https://www.airbnb.com/rooms/19084590;$110.00;45.43823;12.34703
https://www.airbnb.com/rooms/7397041;$127.00;45.43652;12.33943
https://www.airbnb.com/rooms/33890037;$200.00;45.43334;12.33228
https://www.airbnb.com/rooms/12806874;$110.00;45.43415;12.3563
https://www.airbnb.com/rooms/37981321;$100.00;45.44245;12.33838
https://www.airbnb.com/rooms/42081849;$100.00;45.45335;12.35539
https://www.airbnb.com/rooms/19048374;$50.00;45.4939;12.23119
https://www.airbnb.com/rooms/4419716;$115.00;45.4396;12.33892
https://www.airbnb.com/rooms/5798848;$150.00;45.43788;12.33633
https://www.airbnb.com/rooms/6840377;$110.00;45.43097;12.3265
https://www.airbnb.com/rooms/24342618;$120.00;45.43343;12.33114
https://www.airbnb.com/rooms/32973679;$780.00;45.43635;12.32899
https://www.airbnb.com/rooms/4990637;$30.00;45.488890000000005;12.22793
https://www.airbnb.com/rooms/31916200;$57.00;45.4445;12.331
https://www.airbnb.com/rooms/21896975;$95.00;45.44404;12.3255
https://www.airbnb.com/rooms/33160172;$120.00;45.4831;12.23869
https://www.airbnb.com/rooms/31394802;$150.00;45.43225;12.35555
https://www.airbnb.com/rooms/28636522;$380.00;45.43412;12.34413
https://www.airbnb.com/rooms/1723763;$90.00;45.43826;12.32196
https://www.airbnb.com/rooms/17243220;$255.00;45.444990000000004;12.32294
https://www.airbnb.com/rooms/5949835;$140.00;45.43608;12.32516
https://www.airbnb.com/rooms/22313886;$250.00;45.438590000000005;12.33215
https://www.airbnb.com/rooms/23897109;$120.00;45.437709999999996;12.32656
https://www.airbnb.com/rooms/6828778;$138.00;45.429759999999995;12.33182
https://www.airbnb.com/rooms/9069766;$64.00;45.43488;12.333060000000001
https://www.airbnb.com/rooms/14768091;$130.00;45.43501;12.34477
https://www.airbnb.com/rooms/11956940;$80.00;45.484390000000005;12.18927
https://www.airbnb.com/rooms/25272902;$90.00;45.4327;12.35239
https://www.airbnb.com/rooms/28000910;$65.00;45.48523;12.24334
https://www.airbnb.com/rooms/30876041;$98.00;45.48658;12.2321
https://www.airbnb.com/rooms/4435966;$93.00;45.42995;12.358130000000001
https://www.airbnb.com/rooms/30931857;$90.00;45.44556;12.321530000000001
https://www.airbnb.com/rooms/31640251;$50.00;45.44491;12.32859
https://www.airbnb.com/rooms/38208643;$68.00;45.43725;12.32891
https://www.airbnb.com/rooms/11432404;$69.00;45.50832;12.25077
https://www.airbnb.com/rooms/13628442;$160.00;45.43768;12.33836
https://www.airbnb.com/rooms/39882499;$120.00;45.44689;12.32741
https://www.airbnb.com/rooms/20753317;$89.00;45.44551;12.33198
https://www.airbnb.com/rooms/12237229;$90.00;45.44364;12.32086
https://www.airbnb.com/rooms/5818801;$198.00;45.427690000000005;12.32039
https://www.airbnb.com/rooms/7031652;$90.00;45.438309999999994;12.34181
https://www.airbnb.com/rooms/8823494;$69.00;45.43679;12.34278
https://www.airbnb.com/rooms/5121709;$180.00;45.40173;12.36016
https://www.airbnb.com/rooms/19210422;$69.00;45.43393;12.31771
https://www.airbnb.com/rooms/31775920;$150.00;45.43203;12.33421
https://www.airbnb.com/rooms/16903225;$280.00;45.43548;12.35801
https://www.airbnb.com/rooms/41633612;$59.00;45.44144;12.3404
https://www.airbnb.com/rooms/5568794;$180.00;45.435970000000005;12.34153
https://www.airbnb.com/rooms/36515752;$145.00;45.43645;12.34568
https://www.airbnb.com/rooms/2767723;$111.00;45.42938;12.35712
https://www.airbnb.com/rooms/13897359;$45.00;45.503209999999996;12.22814
https://www.airbnb.com/rooms/24510266;$220.00;45.43711;12.331710000000001
https://www.airbnb.com/rooms/15414118;$130.00;45.43372;12.328610000000001
https://www.airbnb.com/rooms/16419921;$250.00;45.430890000000005;12.32875
https://www.airbnb.com/rooms/36346923;$124.00;45.44681;12.32117
https://www.airbnb.com/rooms/5065205;$70.00;45.41858;12.37502
https://www.airbnb.com/rooms/33759620;$200.00;45.43946;12.33496
https://www.airbnb.com/rooms/39430444;$115.00;45.43942;12.3267
https://www.airbnb.com/rooms/3600493;$120.00;45.425990000000006;12.32799
https://www.airbnb.com/rooms/4407688;$170.00;45.4327;12.352030000000001
https://www.airbnb.com/rooms/14755941;$180.00;45.44007;12.32311
https://www.airbnb.com/rooms/32903384;$120.00;45.43182;12.35692
https://www.airbnb.com/rooms/34191611;$120.00;45.349059999999994;12.32417
https://www.airbnb.com/rooms/13817617;$40.00;45.48312;12.23105
https://www.airbnb.com/rooms/34885131;$399.00;45.437979999999996;12.32818
https://www.airbnb.com/rooms/9266647;$50.00;45.43786;12.33343
https://www.airbnb.com/rooms/23048507;$45.00;45.49241;12.24152
https://www.airbnb.com/rooms/2789898;$115.00;45.4387;12.34793
https://www.airbnb.com/rooms/33535867;$98.00;45.434509999999996;12.34975
https://www.airbnb.com/rooms/18648853;$130.00;45.43652;12.33975
https://www.airbnb.com/rooms/13949126;$75.00;45.42455;12.32433
https://www.airbnb.com/rooms/26312625;$135.00;45.42718;12.32188
https://www.airbnb.com/rooms/32083791;$200.00;45.43005;12.33395
https://www.airbnb.com/rooms/19925392;$85.00;45.437290000000004;12.342310000000001
https://www.airbnb.com/rooms/23955979;$350.00;45.42949;12.33034
https://www.airbnb.com/rooms/33235433;$999.00;45.44607;12.320730000000001
https://www.airbnb.com/rooms/5001779;$60.00;45.44705;12.32119
